ClaveMateria,Clave Materi(NOUSAR),Materia,Grupo,TipoGrupo,Docente,SalOn,Horario,Cupo
CBE120196,CBE-1201-96,FISICA I,AT,Teoria,LOPEZ GALAN OSCAR ALBERTO,103-F-302,"Lunes 11:00-13:00, Miércoles 11:00-13:00",35
CBE120196,CBE-1201-96,FISICA I,AU,Teoria,... ... ...,103-D-103,"Lunes 18:00-20:00, Miércoles 18:00-20:00",35
CBE120196,CBE-1201-96,FISICA I,AV,Teoria,... ... ...,103-D-103,"Lunes 20:00-22:00, Miércoles 20:00-22:00",35
CBE120196,CBE-1201-96,FISICA I,AW,Teoria,BOBADILLA RAMOS CHRISTIAN,103-G-202,"Martes 20:00-22:00, Jueves 20:00-22:00",25
CBE120196,CBE-1201-96,FISICA I,AX,Teoria,MUÑIZ VALLES ILEANA,103-F-301,"Lunes 9:00-11:00, Miércoles 9:00-11:00",25
CBE120196,CBE-1201-96,FISICA I,AY,Teoria,ARVIZU SOTO MARIA FERNANDA,103-F-201,"Martes 7:00-9:00, Jueves 7:00-9:00",25
CBE120196,CBE-1201-96,FISICA I,AZ,Teoria,TORRES GARCIA ALECIA,103-D-103,"Martes 9:00-11:00, Jueves 9:00-11:00",35
CBE120196,CBE-1201-96,FISICA I,O,Teoria,LEYVA AGUILAR JESUS ELIAS,103-E-114,"Lunes 20:00-22:00, Miércoles 20:00-22:00",30
CBE120196,CBE-1201-96,FISICA I,P,Teoria,MORALES JAQUEZ SONIA ARLYN,103-H-201-d,"Lunes 11:00-13:00, Miércoles 11:00-13:00",25
CBE120196,CBE-1201-96,FISICA I,Q,Teoria,DIAZ REZA JOSE ROBERTO,103-D-103,"Martes 13:00-15:00, Jueves 13:00-15:00",35
CBE120196,CBE-1201-96,FISICA I,R,Teoria,DIAZ REZA JOSE ROBERTO,103-D-111,"Martes 11:00-13:00, Jueves 11:00-13:00",35
CBE120196,CBE-1201-96,FISICA I,S,Teoria,... ... ...,103-D-103,"Lunes 13:00-15:00, Miércoles 13:00-15:00",35
CBE120196,CBE-1201-96,FISICA I,T,Teoria,REYNA ALVARADO JORGE,103-G-303,"Martes 16:00-18:00, Jueves 16:00-18:00",35
CBE120196,CBE-1201-96,FISICA I,U,Teoria,OLMOS ZAMARRIPA EMMA EDITH,103-D-103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",35
CBE120196,CBE-1201-96,FISICA I,V,Teoria,RODRIGUEZ RAMIREZ MIGUEL GONZALO,103-D-111,"Lunes 18:00-20:00, Miércoles 18:00-20:00",35
CBE120196,CBE-1201-96,FISICA I,W,Teoria,RUIZ ORTEGA GABRIELA ALEJANDRA,103-E-114,"Lunes 16:00-18:00, Miércoles 16:00-18:00",30
CBE120196,CBE-1201-96,FISICA I,X,Teoria,LOPEZ RIVAS JOSE CARLOS,103-E-114,"Lunes 18:00-20:00, Miércoles 18:00-20:00",30
CBE120196,CBE-1201-96,FISICA I,Y,Teoria,RODRIGUEZ RAMIREZ MIGUEL GONZALO,103-D-111,"Lunes 20:00-22:00, Miércoles 20:00-22:00",35
CBE120196,CBE-1201-96,FISICA I,Z,Teoria,MUÑIZ VALLES ILEANA,103-E-114,"Lunes 7:00-9:00, Miércoles 7:00-9:00",30
CBE120296,CBE-1202-96,FISICA II,C,Teoria,OLMOS ZAMARRIPA EMMA EDITH,103-E-110,"Martes 7:00-9:00, Jueves 7:00-9:00",35
CBE120296,CBE-1202-96,FISICA II,E,Teoria,FARIAS MANCILLA JOSE RURIK,103-E-110,"Lunes 11:00-13:00, Miércoles 11:00-13:00",35
CBE120296,CBE-1202-96,FISICA II,H,Teoria,MORALES JAQUEZ SONIA ARLYN,103-D-111,"Lunes 9:00-11:00, Miércoles 9:00-11:00",35
CBE120296,CBE-1202-96,FISICA II,I,Teoria,LARA PEREZ EUNICE SARAI,103-D-111,"Martes 9:00-11:00, Jueves 9:00-11:00",35
CBE120296,CBE-1202-96,FISICA II,J,Teoria,MORALES JAQUEZ SONIA ARLYN,103-H-202,"Martes 11:00-13:00, Jueves 11:00-13:00",35
CBE120296,CBE-1202-96,FISICA II,K,Teoria,ESTRADA ROJAS PORFIRIO,103-E-110,"Lunes 16:00-18:00, Miércoles 16:00-18:00",35
CBE120296,CBE-1202-96,FISICA II,L,Teoria,ESTRADA ROJAS PORFIRIO,103-E-110,"Martes 16:00-18:00, Jueves 16:00-18:00",35
CBE120296,CBE-1202-96,FISICA II,M,Teoria,MURILLO ALVA MIGUEL ANGEL,103-E-110,"Martes 20:00-22:00, Jueves 20:00-22:00",35
CBE120296,CBE-1202-96,FISICA II,N,Teoria,CARVAJAL CARLOS IVAN,103-E-110,"Lunes 13:00-15:00, Miércoles 13:00-15:00",35
CBE120296,CBE-1202-96,FISICA II,O,Teoria,PEREZ BLANCO RICARDO ENRIQUE,103-D-111,"Martes 7:00-9:00, Jueves 7:00-9:00",35
CBE120296,CBE-1202-96,FISICA II,P,Teoria,... ... ...,103-H-201-d,"Lunes 7:00-9:00, Miércoles 7:00-9:00",25
CBE120296,CBE-1202-96,FISICA II,Q,Teoria,ALMAZO PEREZ DIEGO MOISES,103-E-110,"Lunes 18:00-20:00, Miércoles 18:00-20:00",35
CBE120296,CBE-1202-96,FISICA II,R,Teoria,MARQUEZ GARCIA SAMANTHA JAQUELINE,103,"Viernes 9:00-11:00, Sábado 9:00-11:00",30
CBE120296,CBE-1202-96,FISICA II,S,Teoria,MARQUEZ GARCIA SAMANTHA JAQUELINE,103,"Viernes 11:00-13:00, Sábado 11:00-13:00",30
CBE120396,CBE-1203-96,FISICA III,E,Teoria,... ... ...,103-C-211,"Lunes 9:00-11:00, Miércoles 9:00-11:00, Viernes 9:00-10:00",35
CBE120396,CBE-1203-96,FISICA III,F,Teoria,BARRANDEY ADRIAN DAVID,103-C-211,"Lunes 7:00-9:00, Miércoles 7:00-9:00, Viernes 7:00-8:00",35
CBE120396,CBE-1203-96,FISICA III,G,Teoria,TORRES GARCIA ALECIA,103,"Lunes 13:00-15:00, Miércoles 13:00-15:00, Viernes13:00-14:00",30
CBE120396,CBE-1203-96,FISICA III,H,Teoria,LOPEZ GALAN OSCAR ALBERTO,103,"Martes 9:00-11:00, Jueves 9:00-11:00, Viernes 10:00-11:00",30
CBE120396,CBE-1203-96,FISICA III,I,Teoria,TORRES GARCIA ALECIA,103-C-211,"Martes 7:00-9:00, Jueves 7:00-9:00, Viernes 8:00-9:00",35
CBE120396,CBE-1203-96,FISICA III,J,Teoria,LEYVA AGUILAR JESUS ELIAS,103,"Martes 20:00-22:00, Jueves 20:00-22:00, Viernes 21:00-22:00",30
CBE120396,CBE-1203-96,FISICA III,K,Teoria,MONTOYA MENDOZA JOSE,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00, Viernes11:00-12:00",30
CBE120396,CBE-1203-96,FISICA III,L,Teoria,MONTOYA MENDOZA JOSE,103-C-211,"Martes 11:00-13:00, Jueves 11:00-13:00, Viernes 12:00-13:00",35
CBE120396,CBE-1203-96,FISICA III,M,Teoria,MONTOYA MENDOZA JOSE,103-C-211,"Martes 13:00-15:00, Jueves 13:00-15:00, Viernes 14:00-15:00",35
CBE120396,CBE-1203-96,FISICA III,N,Teoria,RAMOS MURILLO MANUEL ANTONIO,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00, Viernes 16:00-17:00",30
CBE120396,CBE-1203-96,FISICA III,O,Teoria,REYNA ALVARADO JORGE,103,"Lunes 18:00-20:00, Miércoles 18:00-20:00, Viernes 18:00-19:00",30
CBE120396,CBE-1203-96,FISICA III,P,Teoria,ESTRADA ROJAS PORFIRIO,103-C-211,"Lunes 20:00-22:00, Miércoles 20:00-22:00, Viernes 20:00-21:00",35
CBE120396,CBE-1203-96,FISICA III,Q,Teoria,BOBADILLA RAMOS CHRISTIAN,103-H-202,"Martes 18:00-20:00, Jueves 18:00-20:00, Viernes 19:00-20:00",35
CBE120396,CBE-1203-96,FISICA III,R,Teoria,LEYVA AGUILAR JESUS ELIAS,103-H-202,"Lunes 18:00-20:00, Miércoles 18:00-20:00, Viernes 18:00-19:00",35
CBE120396,CBE-1203-96,FISICA III,S,Teoria,VAZQUEZ ZUBIATE LIZETH,103-H-202,"Lunes 20:00-22:00, Miércoles 20:00-22:00, Viernes 20:00-21:00",35
CBE120396,CBE-1203-96,FISICA III,T,Teoria,,103,"Martes 16:00-18:00, Jueves 16:00-18:00, Viernes 17:00-18:00",30
CBE122396,CBE-1223-96,ALGEBRA,AA,Teoria,TORRES SAENZ IVONNE,103-H-103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",35
CBE122396,CBE-1223-96,ALGEBRA,AB,Teoria,TORRES SAENZ IVONNE,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",30
CBE122396,CBE-1223-96,ALGEBRA,AC,Teoria,ZAMARRON CARRASCO REBECA,103-D1,"Martes 9:00-11:00, Jueves 9:00-11:00",35
CBE122396,CBE-1223-96,ALGEBRA,AD,Teoria,ZAMARRON CARRASCO REBECA,103-F-202,"Lunes 7:00-9:00, Miércoles 7:00-9:00",35
CBE122396,CBE-1223-96,ALGEBRA,AE,Teoria,BOBADILLA RAMOS CHRISTIAN,103-D1,"Lunes 20:00-22:00, Miércoles 20:00-22:00",35
CBE122396,CBE-1223-96,ALGEBRA,AF,Teoria,GARDEA MEDRANO DAVID FRANCISCO,103-Y5-211,"Lunes 20:00-22:00, Miércoles 20:00-22:00",35
CBE122396,CBE-1223-96,ALGEBRA,AG,Teoria,... ... ...,103-D1,"Martes 13:00-15:00, Jueves 13:00-15:00",35
CBE122396,CBE-1223-96,ALGEBRA,AH,Teoria,RAMIREZ SANTOS LAURA ELIZABETH,103,"Martes 16:00-18:00, Jueves 16:00-18:00",30
CBE122396,CBE-1223-96,ALGEBRA,AI,Teoria,... ... ...,103-D1,"Lunes 13:00-15:00, Miércoles 13:00-15:00",35
CBE122396,CBE-1223-96,ALGEBRA,AJ,Teoria,VAZQUEZ GONZALEZ MARIO IVAN,103,"Viernes 11:00-13:00, Sábado 11:00-13:00",30
CBE122396,CBE-1223-96,ALGEBRA,AK,Teoria,CASTRO RODRIGUEZ MARIA GUADALUPE,103-D1,"Lunes 9:00-11:00, Miércoles 9:00-11:00",35
CBE122396,CBE-1223-96,ALGEBRA,AL,Teoria,CASTRO RODRIGUEZ MARIA GUADALUPE,103-F-202,"Martes 9:00-11:00, Jueves 9:00-11:00",35
CBE122396,CBE-1223-96,ALGEBRA,AM,Teoria,... ... ...,103-F-202,"Martes 7:00-9:00, Jueves 7:00-9:00",35
CBE122396,CBE-1223-96,ALGEBRA,AN,Teoria,CHAVEZ VILLA SILVIA,103-F-202,"Martes 20:00-22:00, Jueves 20:00-22:00",35
CBE122396,CBE-1223-96,ALGEBRA,AO,Teoria,DELGADO MEDINA ALFONSO,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",30
CBE122396,CBE-1223-96,ALGEBRA,AP,Teoria,ESPARZA PUGA DANELLY SUSANA,103-C1,"Lunes 16:00-18:00, Miércoles 16:00-18:00",35
CBE122396,CBE-1223-96,ALGEBRA,AQ,Teoria,ESPARZA PUGA DANELLY SUSANA,103-H-101,"Lunes 18:00-20:00, Miércoles 18:00-20:00",35
CBE122396,CBE-1223-96,ALGEBRA,AR,Teoria,VARGAS MONTOYA SERGIO MISAEL,103-D1,"Martes 11:00-13:00, Jueves 11:00-13:00",35
CBE122396,CBE-1223-96,ALGEBRA,AS,Teoria,FLORES GARCIA SERGIO,103,"Viernes 9:00-11:00, Sábado 9:00-11:00",30
CBE122396,CBE-1223-96,ALGEBRA,M,Teoria,GARCIA JAUREGUI MARISELA,103-C1,"Martes 11:00-13:00, Jueves 11:00-13:00",35
CBE122396,CBE-1223-96,ALGEBRA,N,Teoria,GARCIA JAUREGUI MARISELA,103-C1,"Martes 13:00-15:00, Jueves 13:00-15:00",35
CBE122396,CBE-1223-96,ALGEBRA,O,Teoria,... ... ...,103-D1,"Lunes 7:00-9:00, Miércoles 7:00-9:00",35
CBE122396,CBE-1223-96,ALGEBRA,P,Teoria,CHAVEZ VILLA SILVIA,103-H-201-c,"Martes 16:00-18:00, Jueves 16:00-18:00",25
CBE122396,CBE-1223-96,ALGEBRA,Q,Teoria,JIMENEZ NAVA VICTOR HUGO,103-D1,"Martes 20:00-22:00, Jueves 20:00-22:00",35
CBE122396,CBE-1223-96,ALGEBRA,R,Teoria,GOMEZ GARCIA MARIA MAGDALENA,103-F-202,"Martes 18:00-20:00, Jueves 18:00-20:00",35
CBE122396,CBE-1223-96,ALGEBRA,S,Teoria,... ... ...,103-D1,"Martes 7:00-9:00, Jueves 7:00-9:00",35
CBE122396,CBE-1223-96,ALGEBRA,T,Teoria,LOPEZ RUVALCABA CARLOS,103-F-202,"Lunes 11:00-13:00, Miércoles 11:00-13:00",35
CBE122396,CBE-1223-96,ALGEBRA,U,Teoria,ZAMARRON CARRASCO REBECA,103-F-202,"Lunes 9:00-11:00, Miércoles 9:00-11:00",35
CBE122396,CBE-1223-96,ALGEBRA,V,Teoria,RASCON BELTRAN BLANCA ESTELA,103-F-202,"Lunes 13:00-15:00, Miércoles 13:00-15:00",35
CBE122396,CBE-1223-96,ALGEBRA,W,Teoria,RASCON BELTRAN BLANCA ESTELA,103-G-204,"Martes 11:00-13:00, Jueves 11:00-13:00",35
CBE122396,CBE-1223-96,ALGEBRA,X,Teoria,RODRIGUEZ MARRUFO LEONARDO,103-D1,"Lunes 18:00-20:00, Miércoles 18:00-20:00",35
CBE122396,CBE-1223-96,ALGEBRA,Y,Teoria,ESPARZA PUGA DANELLY SUSANA,103-D1,"Martes 18:00-20:00, Jueves 18:00-20:00",35
CBE122396,CBE-1223-96,ALGEBRA,Z,Teoria,TORRES GARCIA MA DE LOS ANGELES,103-D1,"Lunes 11:00-13:00, Miércoles 11:00-13:00",35
CBE124016,CBE-1240-16,MATERIALES Y SUS APLICACIONES,A,Teoria,MARTEL ESTRADA SANTOS ADRIANA,103-G-203,"Lunes 11:00-13:00, Miércoles 11:00-13:00",30
CBE124216,CBE-1242-16,DESARROLLO DE LA CREATIVIDAD E INNOVACIÓN,A,Teoria,PEREZ RODRIGUEZ PEDRO,103-H-201-c,Viernes 8:00-11:00,25
CBE124216,CBE-1242-16,DESARROLLO DE LA CREATIVIDAD E INNOVACIÓN,B,Teoria,PEREZ RODRIGUEZ PEDRO,103-H-201-c,Viernes 14:00-17:00,25
CBE124216,CBE-1242-16,DESARROLLO DE LA CREATIVIDAD E INNOVACIÓN,C,Teoria,PEREZ RODRIGUEZ PEDRO,103-H-201-c,Viernes 11:00-14:00,25
CBE130396,CBE-1303-96,INVESTIGACION DOCUMENTAL,A,Teoria,HERNANDEZ JUAN,103-D-215,"Martes 13:00-15:00, Jueves 13:00-15:00",1
CBE140106,CBE-1401-06,APLICACIONES COMPUTACIONALES I,A,Teoria,SAENZ VILLELA JESUS MANUEL,103-Y5-211,"Martes 11:00-13:00, Jueves 11:00-13:00",30
CBE140296,CBE-1402-96,DIBUJO ASISTIDO POR COMPUTADORA,A,Teoria,MARES VAZQUEZ JOSE MARIA,103-W-102,"Martes 11:00-13:00, Jueves 11:00-12:00",20
CBE140296,CBE-1402-96,DIBUJO ASISTIDO POR COMPUTADORA,B,Teoria,MARES VAZQUEZ JOSE MARIA,103-D-107,"Martes 9:00-11:00, Jueves 9:00-10:00",20
CBE140296,CBE-1402-96,DIBUJO ASISTIDO POR COMPUTADORA,C,Teoria,MARES VAZQUEZ JOSE MARIA,103,"Lunes 9:00-11:00, Miércoles 9:00-10:00",20
CBE140506,CBE-1405-06,APLICACIONES COMPUTACIONALES II,A,Teoria,SALGADO MACIAS EDGAR ANDRES,103-Y5-211,"Martes 13:00-15:00, Jueves 13:00-15:00",30
CBE150196,CBE-1501-96,QUIMICA,A,Teoria,... ... ...,103-H-103,"Martes 13:00-15:00, Jueves 13:00-15:00",35
CBE150196,CBE-1501-96,QUIMICA,AA,Teoria,LOPEZ DINO JORGE LORENZO,103,"Lunes 13:00-15:00, Miércoles 13:00-15:00",30
CBE150196,CBE-1501-96,QUIMICA,AB,Teoria,HERRERA ROBLES JOEL OBED,103-F-202,"Lunes 16:00-18:00, Miércoles 16:00-18:00",35
CBE150196,CBE-1501-96,QUIMICA,AC,Teoria,HERNANDEZ ARRATIA BERENICE CRISTINA,103-F-302,"Martes 18:00-20:00, Jueves 18:00-20:00",35
CBE150196,CBE-1501-96,QUIMICA,AD,Teoria,HERNANDEZ ARRATIA BERENICE CRISTINA,103-F-202,"Lunes 20:00-22:00, Miércoles 20:00-22:00",35
CBE150196,CBE-1501-96,QUIMICA,AE,Teoria,HERNANDEZ ARRATIA BERENICE CRISTINA,103-F-302,"Martes 20:00-22:00, Jueves 20:00-22:00",35
CBE150196,CBE-1501-96,QUIMICA,AF,Teoria,HERNANDEZ GONZALEZ MARYEL EUNICE,103,"Martes 7:00-9:00, Jueves 7:00-9:00",30
CBE150196,CBE-1501-96,QUIMICA,AG,Teoria,DE LA TORRE RODRIGUEZ GUADALUPE,103-H-101,"Martes 13:00-15:00, Jueves 13:00-15:00",35
CBE150196,CBE-1501-96,QUIMICA,B,Teoria,,103,"Lunes 13:00-15:00, Miércoles 13:00-15:00",35
CBE150196,CBE-1501-96,QUIMICA,C,Teoria,CARVAJAL ORTIZ JOSE ANTONIO,103-H-103,"Martes 11:00-13:00, Jueves 11:00-13:00",35
CBE150196,CBE-1501-96,QUIMICA,D,Teoria,LOPEZ DIAZ DE LEON CARLOS,103-H-101,"Martes 11:00-13:00, Jueves 11:00-13:00",35
CBE150196,CBE-1501-96,QUIMICA,E,Teoria,MORALES JAQUEZ SONIA ARLYN,103-H1-302,"Martes 13:00-15:00, Jueves 13:00-15:00",15
CBE150196,CBE-1501-96,QUIMICA,F,Teoria,CHAVEZ GONZALEZ KARLA DENISSE,103-C1,"Martes 18:00-20:00, Jueves 18:00-20:00",35
CBE150196,CBE-1501-96,QUIMICA,G,Teoria,... ... ...,103-F-202,"Martes 16:00-18:00, Jueves 16:00-18:00",35
CBE150196,CBE-1501-96,QUIMICA,H,Teoria,HERRERA ROBLES JOEL OBED,103-H-101,"Martes 18:00-20:00, Jueves 18:00-20:00",35
CBE150196,CBE-1501-96,QUIMICA,I,Teoria,RIVERA RIOS LORENA,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",30
CBE150196,CBE-1501-96,QUIMICA,J,Teoria,LOPEZ DINO JORGE LORENZO,103,"Viernes 11:00-13:00, Sábado 11:00-13:00",30
CBE150196,CBE-1501-96,QUIMICA,K,Teoria,HERNANDEZ ARRATIA BERENICE CRISTINA,103-F-202,"Lunes 18:00-20:00, Miércoles 18:00-20:00",35
CBE150196,CBE-1501-96,QUIMICA,L,Teoria,MARQUEZ GARCIA SAMANTHA JAQUELINE,103,"Viernes 13:00-15:00, Sábado 13:00-15:00",30
CBE150196,CBE-1501-96,QUIMICA,M,Teoria,HERNANDEZ GONZALEZ MARYEL EUNICE,103,"Lunes 7:00-9:00, Miércoles 7:00-9:00",30
CBE150196,CBE-1501-96,QUIMICA,N,Teoria,MARQUEZ GARCIA SAMANTHA JAQUELINE,103-H-101,"Lunes 9:00-11:00, Miércoles 9:00-11:00",35
CBE150196,CBE-1501-96,QUIMICA,O,Teoria,... ... ...,103-F-302,"Martes 16:00-18:00, Jueves 16:00-18:00",35
CBE150196,CBE-1501-96,QUIMICA,P,Teoria,CARVAJAL ORTIZ JOSE ANTONIO,103-H-101,"Lunes 7:00-9:00, Miércoles 7:00-9:00",35
CBE150196,CBE-1501-96,QUIMICA,Q,Teoria,CARVAJAL ORTIZ JOSE ANTONIO,103-G-202,"Martes 9:00-11:00, Jueves 9:00-11:00",25
CBE150196,CBE-1501-96,QUIMICA,R,Teoria,CARVAJAL ORTIZ JOSE ANTONIO,103-H-103,"Martes 7:00-9:00, Jueves 7:00-9:00",35
CBE150196,CBE-1501-96,QUIMICA,S,Teoria,CHAVARRIA GAYTAN MARIA CONCEPCION,103-E-114,"Lunes 9:00-11:00, Miércoles 9:00-11:00",30
CBE150196,CBE-1501-96,QUIMICA,T,Teoria,CHAVARRIA GAYTAN MARIA CONCEPCION,103-E-114,"Martes 9:00-11:00, Jueves 9:00-11:00",30
CBE150196,CBE-1501-96,QUIMICA,U,Teoria,CHAVARRIA GAYTAN MARIA CONCEPCION,103-E-114,"Martes 11:00-13:00, Jueves 11:00-13:00",30
CBE150196,CBE-1501-96,QUIMICA,V,Teoria,CHAVARRIA GAYTAN MARIA CONCEPCION,103-E-114,"Lunes 11:00-13:00, Miércoles 11:00-13:00",30
CBE150196,CBE-1501-96,QUIMICA,W,Teoria,CHAVEZ GONZALEZ KARLA DENISSE,103-F-302,"Lunes 18:00-20:00, Miércoles 18:00-20:00",35
CBE150196,CBE-1501-96,QUIMICA,X,Teoria,CHAVEZ GONZALEZ KARLA DENISSE,103-H-101,"Lunes 16:00-18:00, Miércoles 16:00-18:00",35
CBE150196,CBE-1501-96,QUIMICA,Y,Teoria,... ... ...,103-H-101,"Martes 7:00-9:00, Jueves 7:00-9:00",35
CBE150196,CBE-1501-96,QUIMICA,Z,Teoria,CHAVEZ GONZALEZ KARLA DENISSE,103-H-101,"Martes 16:00-18:00, Jueves 16:00-18:00",35
CBE200596,CBE-2005-96,ANALISIS VECTORIAL,A,Teoria,LOPEZ RIVAS JOSE CARLOS,103-H-103,"Lunes 20:00-22:00, Miércoles 20:00-22:00, Viernes 20:00-21:00",30
CBE212806,CBE-2128-06,METODOS MATEMATICOS DE LA FISICA II,A,Teoria,ALFARO AVENA LUIS LEOBARDO,103-G-302,"Lunes 13:00-15:00, Miércoles 13:00-15:00",20
CBE220396,CBE-2203-96,TERMODINAMICA,A,Teoria,CARRILLO FLORES DIANA MARIA,103-F-201,"Martes 13:00-15:00, Jueves 13:00-15:00",28
CBE220396,CBE-2203-96,TERMODINAMICA,B,Teoria,DELGADO MEDINA ALFONSO,103-F-201,"Martes 18:00-20:00, Jueves 18:00-20:00",28
CBE220396,CBE-2203-96,TERMODINAMICA,C,Teoria,DELGADO MEDINA ALFONSO,103-F-201,"Martes 20:00-22:00, Jueves 20:00-22:00",28
CBE220396,CBE-2203-96,TERMODINAMICA,D,Teoria,... ... ...,103-G-204,"Lunes 11:00-13:00, Miércoles 11:00-13:00",28
CBE220396,CBE-2203-96,TERMODINAMICA,E,Teoria,ARVIZU SOTO MARIA FERNANDA,103-F-201,"Lunes 9:00-11:00, Miércoles 9:00-11:00",28
CBE220396,CBE-2203-96,TERMODINAMICA,F,Teoria,ARVIZU SOTO MARIA FERNANDA,103-G-203,"Lunes 13:00-15:00, Miércoles 13:00-15:00",28
CBE220396,CBE-2203-96,TERMODINAMICA,G,Teoria,RAMIREZ CARLOS MIGUEL ANGEL,103-F-201,"Lunes 11:00-13:00, Miércoles 11:00-13:00",28
CBE220396,CBE-2203-96,TERMODINAMICA,H,Teoria,RAMIREZ CARLOS MIGUEL ANGEL,103-F-201,"Lunes 13:00-15:00, Miércoles 13:00-15:00",28
CBE225606,CBE-2256-06,ALGEBRA LINEAL I,B,Teoria,TAPIA SANCHEZ GUSTAVO,103-H1-209,"Lunes 9:00-11:00, Miércoles 9:00-11:00",15
CBE226006,CBE-2260-06,VARIABLE COMPLEJA,A,Teoria,TORRES GARCIA MA DE LOS ANGELES,103,"Martes 9:00-11:00, Jueves 9:00-11:00",20
CBE226406,CBE-2264-06,ALGEBRA MODERNA I,A,Teoria,TAPIA SANCHEZ GUSTAVO,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",15
CBE230596,CBE-2305-96,RECURSOS Y NECESIDADES DE MEXICO,A,Teoria,RUIZ NAVA MARIO,103,"Martes 13:00-15:00, Jueves 13:00-15:00",30
CBE230596,CBE-2305-96,RECURSOS Y NECESIDADES DE MEXICO,A,Teoria,RUIZ NAVA MARIO,103,"Martes 16:00-18:00, Jueves 16:00-18:00",25
CBE230896,CBE-2308-96,DERECHO LABORAL,A,Teoria,LAVENANT GUERRERO MARIANA,ELIZABETH103-E-112,"Martes 20:00-22:00, Jueves 20:00-22:00",16
CBE280096,CBE-2800-96,FISICA MODERNA I,A,Teoria,TREJO MANDUJANO HECTOR ALEJANDRO,103-G-303,"Martes 13:00-15:00, Jueves 13:00-15:00, Viernes 12:00-13:00",25
CBE280596,CBE-2805-96,OPTICA,A,Teoria,FARIAS MANCILLA JOSE RURIK,103-H1-302,"Lunes 9:00-11:00, Miércoles 9:00-11:00",20
CBE281906,CBE-2819-06,TOPOLOGIA,A,Teoria,LOEZA CHIN LUIS GABRIEL,103,"Martes 13:00-15:00, Jueves 13:00-15:00",15
CBE282106,CBE-2821-06,GEOMETRIA DIFERENCIAL,A,Teoria,HASSE ARMENGOL ISAAC,103,"Lunes 13:00-15:00, Miércoles 13:00-15:00",40
CBE282206,CBE-2822-06,TEORIA DE LA MEDIDA,A,Teoria,LOEZA CHIN LUIS GABRIEL,103,"Lunes 13:00-15:00, Miércoles 13:00-15:00",10
CBE282706,CBE-2827-06,ALGEBRA MODERNA III,A,Teoria,TAPIA SANCHEZ GUSTAVO,103,"Martes 13:00-15:00, Jueves 13:00-15:00",10
CBE282906,CBE-2829-06,FISICA GENERAL III,A,Teoria,TORRES GARCIA ALECIA,103-G-303,"Lunes 11:00-13:00, Miércoles 11:00-13:00",20
CBE283006,CBE-2830-06,ELECTRODINAMICA I,A,Teoria,RIVAS VALLES GILDARDO,103-D-111,"Lunes 11:00-13:00, Miércoles 11:00-13:00",30
CBE283106,CBE-2831-06,MECANICA CLASICA,A,Teoria,TREJO MANDUJANO HECTOR ALEJANDRO,103-G-303,"Lunes 9:00-11:00, Miércoles 9:00-11:00",40
CBE283506,CBE-2835-06,FISICA ESTADISTICA,A,Teoria,ALFARO AVENA LUIS LEOBARDO,103-H1-302,"Martes 11:00-13:00, Jueves 11:00-13:00",20
CBE283606,CBE-2836-06,MECANICA CUANTICA I,A,Teoria,RIVAS VALLES GILDARDO,103-D-111,"Martes 13:00-15:00, Jueves 13:00-15:00",30
CBE283706,CBE-2837-06,METODOS MATEMATICOS DE LA FISICA I,A,Teoria,RIVAS VALLES GILDARDO,103-D-111,"Lunes 13:00-15:00, Miércoles 13:00-15:00",20
CBE283906,CBE-2839-06,DIDACTICA DEL CALCULO,A,Teoria,AVILA SANDOVAL MARIO SILVINO,103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",10
CBE300306,CBE-3003-06,PROYECTO DE TITULACION I,A,Teoria,ALFARO AVENA LUIS LEOBARDO,103-H1-209,"Lunes 16:00-18:00, Miércoles 16:00-18:00",15
CBE300306,CBE-3003-06,PROYECTO DE TITULACION I,B,Teoria,ALFARO AVENA LUIS LEOBARDO,103,"Martes 13:00-15:00, Jueves 13:00-15:00",15
CBE300406,CBE-3004-06,PROYECTO DE TITULACION II,A,Teoria,OLIVAS ARMENDARIZ IMELDA,103-G-104-f,"Lunes 16:00-18:00, Miércoles 16:00-18:00",10
CBE300406,CBE-3004-06,PROYECTO DE TITULACION II,B,Teoria,AVILA ALVAREZ FRANCISCO,103,"Martes 16:00-18:00, Jueves 16:00-18:00",10
CBE304696,CBE-3046-96,PROYECTO DE TITULACION,A,Teoria,HERNANDEZ GOMEZ JESUS ANDRES,103-D-102-f,"Lunes 8:00-10:00, Martes 8:00-10:00, Miércoles 8:00-10:00, Jueves 8:00-10:00",10
CBE304696,CBE-3046-96,PROYECTO DE TITULACION,C,Teoria,RICO PEREZ LAZARO,103-D-102-h,"Lunes 13:00-15:00, Martes 13:00-15:00, Miércoles 13:00-15:00, Jueves 13:00-15:00",10
